kabupaten/kota,kecamatan,sekolah,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik,akreditasi
Kab. Malang,Kec. Lawang,SLBN PEMBINA TINGKAT NASIONAL BAGIAN C MALANG,54,39,0,0,19,0,0,8,25,0,13,28,15,0,12,4,11,8,13,6,15,7,9,3,6,4,6,9,13,11,13,5,13,7,9,7,12,8,0,0,26,41,15,211,132,79,31,31,1,1,2,2,9,9,1,1,1,1,2,2,1,1,5,5,4,4,0,0,1,1,1,1,1,1,0,0,32,32,,,,,,,,,,,,,,,,,,,A
Kab. Malang,Kec. Pakis,SDLB IDAYU,7,4,0,0,0,0,0,0,0,0,0,3,0,0,13,1,1,1,2,0,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,28,20,8,4,4,1,1,0,0,0,0,1,1,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Malang,Kec. Pakis,SMPLB IDAYU 2,3,3,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,3,4,0,0,0,0,0,0,0,0,5,3,1,16,10,6,3,3,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Malang,Kec. Pakisaji,SLB-BC DHARMA WANITA 01,12,9,0,1,0,0,0,0,0,0,0,9,0,0,4,2,5,0,3,2,4,1,1,2,3,2,6,3,2,0,5,4,5,3,4,1,2,1,0,0,7,9,0,65,44,21,8,8,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,B
Kab. Malang,Kec. Pujon,SLB TAMIMA MUMTAZ,14,7,0,0,0,0,0,0,0,0,2,4,1,1,2,0,2,1,4,2,2,1,3,6,1,2,5,5,6,1,0,0,0,2,0,0,0,0,0,0,7,6,2,45,25,20,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Malang,Kec. Sumberpucung,SLB BC PGRI SUMBERPUCUNG,11,4,1,1,1,0,2,4,4,1,2,3,0,1,1,0,1,3,2,3,1,1,0,0,0,1,3,1,7,3,5,5,5,1,6,1,1,1,0,0,4,5,1,52,32,20,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Malang,Kec. Sumberpucung,SLB BC PUTRA HARAPAN,12,5,0,0,0,0,0,0,0,0,0,5,1,0,3,1,3,0,2,1,5,2,1,1,3,3,4,2,3,2,6,3,5,3,2,2,1,2,0,0,4,5,1,60,38,22,7,7,1,1,0,0,0,0,1,1,1,1,1,1,0,0,3,3,1,1,0,0,1,1,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,B
Kab. Malang,Kec. Tumpang,SLB ISLAM YASINDO,13,7,0,1,1,0,0,0,0,0,2,6,1,0,3,3,5,5,2,1,0,1,3,4,1,2,2,2,3,3,7,0,1,0,5,3,1,3,0,0,2,8,1,67,38,29,6,6,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Malang,Kec. Turen,SLB - BC DHARMA WANITA 03,12,7,1,1,0,0,1,1,0,0,0,7,0,0,0,1,3,3,4,2,6,2,3,3,2,2,2,4,8,4,5,2,2,2,4,2,3,5,0,0,3,7,0,74,42,32,9,9,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Mojokerto,Kec. Dawar Blandong,SLB HARAPAN MULIA DAWAR,7,6,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,1,3,1,7,2,2,3,6,3,0,0,0,0,6,4,4,1,0,0,0,0,8,4,1,43,28,15,5,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Mojokerto,Kec. Dawar Blandong,SLB PUTRA DAERAH PUCUK,9,6,0,0,0,0,0,0,0,0,0,4,0,2,5,0,1,0,2,0,4,1,2,3,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,14,4,2,29,23,6,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,9,9,,,,,,,,,,,,,,,,,,,B
Kab. Mojokerto,Kec. Dlanggu,SLBS PGRI DLANGGU,14,14,0,0,0,0,0,1,1,0,4,11,1,0,1,2,6,1,5,4,4,7,4,2,5,3,12,5,6,2,6,0,4,4,1,2,1,3,0,0,3,15,1,90,55,35,22,22,1,1,0,0,0,0,1,1,1,1,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Mojokerto,Kec. Gedeg,SLB PKK GEDEG,15,10,0,0,0,0,0,0,0,0,1,12,1,4,0,0,2,1,3,1,3,0,3,2,8,2,4,2,5,1,10,5,7,3,3,4,5,5,0,0,11,13,5,79,53,26,6,6,1,1,0,0,0,0,1,1,1,1,0,0,1,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Mojokerto,Kec. Kemlagi,SLB BC YPPAC KEMLAGI ,13,8,0,0,0,0,0,0,2,0,1,7,0,0,1,1,5,0,5,2,2,0,0,2,9,3,2,0,2,4,9,6,1,0,1,2,3,1,0,0,13,8,0,64,43,21,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Mojokerto,Kec. Kemlagi,SLB BC YPPAC KEMLAGI,13,8,0,0,0,0,0,0,2,0,1,7,0,0,1,1,5,0,5,2,2,0,0,2,9,3,2,0,2,4,9,6,1,0,1,2,3,1,0,0,13,8,0,64,43,21,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,
Kab. Mojokerto,Kec. Kutorejo,SLB INSAN MULIA,5,5,0,0,0,0,0,0,0,0,1,3,0,3,3,1,4,0,4,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,3,26,20,6,3,3,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,Belum Akreditasi
Kab. Mojokerto,Kec. Mojosari,SLB NEGERI SEDURI MOJOKERTO,28,28,0,0,1,0,0,0,0,0,8,21,2,2,6,5,9,4,9,6,7,6,3,7,3,2,12,8,7,8,9,11,12,7,15,13,6,5,0,0,9,29,4,180,98,82,47,47,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,A
Kab. Mojokerto,Kec. Ngoro,SLB RAUDHAH ILMI FARZANA,11,7,0,0,1,0,0,0,0,0,1,5,1,3,1,2,0,1,2,1,5,1,4,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,18,6,4,27,17,10,4,4,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Mojokerto,Kec. Pacet,SLB SMART SCHOOL,13,7,0,0,0,0,0,0,0,0,1,6,0,1,3,0,3,0,2,2,2,0,2,0,2,0,2,2,1,2,7,3,1,0,0,0,0,3,0,0,8,7,1,39,26,13,8,8,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Mojokerto,Kec. Pungging,SLB PUTRA MANDIRI,9,2,0,0,0,0,0,0,0,1,1,2,0,2,4,0,4,0,1,0,2,0,1,0,0,0,1,0,0,0,2,3,0,0,3,2,1,0,0,0,6,3,2,24,19,5,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,,,,,,,,,,,,,,,,,,,C
Kab. Mojokerto,Kec. Sooko,PK-LK SHAFA,20,9,0,0,1,0,0,0,0,0,1,8,0,1,3,0,2,1,1,1,2,3,3,1,1,0,6,1,2,0,0,0,2,0,0,2,3,3,0,0,14,9,1,39,26,13,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kab. Mojokerto,Kec. Sooko,SLB SEMESTA LLHUARRR BIASA,22,16,0,0,0,0,0,0,2,0,3,13,0,1,3,2,6,2,7,1,4,3,3,1,4,1,2,5,7,6,18,8,1,1,8,3,3,1,0,0,17,16,1,100,66,34,8,8,1,1,0,0,0,0,0,0,1,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Mojokerto,Kec. Sooko,SLB SPECIAL KIDS SCHOOL,4,4,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,6,4,0,0,0,0,0,0,8,3,0,0,0,0,0,0,4,4,0,0,0,0,3,5,1,33,21,12,0,8,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,2,,,,,,,,,,,,,,,,,,,Belum Akreditasi
Kab. Mojokerto,Kec. Trawas,SLB KIRANA HATI BUNDA,8,7,0,0,0,0,0,0,0,0,2,3,1,1,4,3,1,1,0,0,2,1,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,5,2,23,12,11,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kab. Mojokerto,Kec. Trowulan,SLBS GOLDEN KIDS SCHOOL,9,6,0,0,0,0,0,0,0,0,3,2,0,1,1,1,3,1,2,1,3,2,0,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,2,5,1,21,16,5,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,1,4,4,2,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Nganjuk,Kec. Bagor,SLB AL IKHSAN 1 BAGOR,12,8,0,0,0,0,0,0,0,0,2,6,1,0,2,0,1,0,1,1,1,0,2,2,0,1,5,3,2,0,2,4,2,5,2,0,5,1,0,0,18,8,1,42,25,17,11,12,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Nganjuk,Kec. Kertosono,SLB MUHAMMADIYAH KERTOSONO,13,11,0,0,0,0,0,0,1,0,1,9,0,2,6,0,1,2,4,2,3,3,4,0,3,3,4,1,6,0,4,3,5,1,4,2,2,2,0,0,9,10,2,68,48,20,11,11,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Nganjuk,Kec. Loceret,SLB KRIDA UTAMA 2 LOCERET,12,7,0,0,2,0,0,0,1,0,2,6,0,1,18,7,7,6,8,3,5,7,6,0,4,0,5,3,9,4,8,2,7,4,1,1,2,5,0,0,5,8,1,122,80,42,11,11,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,B
Kab. Nganjuk,Kec. Nganjuk,SLB SHANTI KOSALA MASTRIP,25,15,0,0,2,0,0,0,0,0,7,11,1,0,5,0,3,4,7,1,7,4,3,4,2,6,9,5,10,5,7,5,10,8,11,2,7,3,0,0,6,18,1,128,81,47,12,12,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Nganjuk,Kec. Ngronggot,SLB AL - KHARIQ,9,6,0,0,0,0,0,0,0,0,0,7,2,2,0,0,4,1,1,1,1,3,3,3,0,0,0,2,2,3,3,4,1,0,0,0,3,0,0,0,12,7,4,35,18,17,12,12,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Nganjuk,Kec. Patianrowo,SLB Dharma Bakti Patianrowo,14,12,0,0,1,0,0,1,1,0,2,13,1,0,3,0,0,1,3,1,6,1,2,1,3,0,4,3,3,2,2,1,4,1,3,3,2,2,0,0,14,15,1,54,38,16,6,6,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,B
Kab. Nganjuk,Kec. Prambon,SLB AL IKHLAS,13,5,0,0,0,0,0,0,2,0,2,4,0,1,7,1,1,3,2,1,2,1,5,1,5,7,0,2,2,0,1,1,1,0,1,0,0,0,0,0,11,6,1,47,29,18,6,6,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Nganjuk,Kec. Rejoso,SLB TUNAS MULIA REJOSO,14,11,0,0,0,0,0,0,1,0,1,11,0,1,2,2,1,0,0,2,4,2,1,3,2,1,2,1,1,1,9,1,2,0,4,2,2,1,0,0,6,12,1,50,32,18,12,12,1,1,0,0,0,0,0,0,2,2,1,1,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kab. Nganjuk,Kec. Tanjunganom,SLB AL IKHSAN 2 BARON,9,8,0,0,0,0,0,0,0,0,2,5,0,1,1,0,2,1,2,1,0,0,3,0,3,1,0,0,1,0,0,0,3,2,1,0,2,0,0,0,13,7,1,23,18,5,9,10,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,2,2,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Nganjuk,Kec. Tanjunganom,SLB Krida Utama 1 Tanjunganom,12,9,0,0,1,0,0,0,3,0,4,11,2,0,3,1,1,5,6,3,5,0,1,2,3,4,6,7,4,4,5,5,8,7,5,1,5,1,0,0,5,15,2,92,52,40,13,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,B
Kab. Nganjuk,Kec. Tanjunganom,SLB NEGERI SAMBIREJO NGANJUK,20,20,0,0,0,0,0,0,0,0,6,15,2,0,4,1,5,3,2,1,4,1,2,1,0,4,4,5,1,4,2,2,1,4,1,1,2,1,0,0,10,21,2,56,28,28,6,6,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Ngawi,Kec. Gerih,SLB BUNDA MULIA GERIH,7,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,3,2,0,1,2,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,31,2,1,16,11,5,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,Belum Akreditasi
Kab. Ngawi,Kec. Ngawi,SLB BERANDA ISTIMEWA GRUDO,11,1,2,0,0,0,3,0,1,0,2,4,2,2,4,3,4,6,4,1,7,5,2,3,7,6,1,1,2,3,1,0,0,0,1,0,0,0,0,0,6,6,4,63,34,29,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,B
Kab. Ngawi,Kec. Ngawi,SLB NEGERI 1 NGAWI,26,20,0,0,2,0,0,1,2,0,4,21,3,2,5,7,4,2,1,1,1,1,0,1,5,2,7,4,8,12,10,6,6,7,7,7,2,7,0,0,6,25,5,121,63,58,17,17,1,1,1,1,0,0,1,1,0,0,1,1,0,0,9,9,0,0,0,0,0,0,1,1,0,0,0,0,15,15,,,,,,,,,,,,,,,,,,,B
Kab. Ngawi,Kec. Ngrambe,SLBN Dr. RADJIMAN WEDYODININGRAT,26,13,1,1,0,0,0,0,0,0,3,12,4,1,2,3,7,2,8,2,8,2,7,2,4,0,11,1,5,4,10,6,6,4,6,1,2,6,0,0,10,15,5,109,76,33,13,13,0,0,0,1,0,0,1,1,1,1,0,0,0,0,6,6,0,0,0,0,0,0,1,1,0,0,0,0,6,6,,,,,,,,,,,,,,,,,,,B
Kab. Ngawi,Kec. Padas,SLB NEGERI 1 SAMBIROTO NGAWI,15,15,0,0,0,0,0,1,1,0,4,13,3,0,5,3,3,3,4,2,3,2,3,1,5,4,3,2,5,4,7,6,7,2,4,4,6,2,0,0,6,17,3,90,55,35,11,11,1,1,1,1,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,B
Kab. Pacitan,Kec. Arjosari,SLB KUSUMA INSAN MANDIRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Belum Akreditasi
Kab. Pacitan,Kec. Donorojo,SLB DIKTRA TUNAS BANGSA,28,4,1,1,2,0,1,1,1,2,7,8,0,1,0,0,3,0,0,2,3,5,2,0,0,2,2,2,2,2,3,2,0,2,1,2,0,3,0,0,11,15,1,40,18,22,32,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kab. Pacitan,Kec. Ngadirojo,SLB NEGERI NGADIROJO PACITAN,12,9,0,0,0,0,0,1,0,1,4,6,1,3,3,0,2,0,3,2,3,0,4,2,2,3,2,0,5,0,2,3,0,0,3,1,1,2,0,0,7,10,4,44,31,13,8,8,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,3,1,1,0,0,0,0,1,1,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,B
Kab. Pacitan,Kec. Pacitan,SLB YKK PACITAN,19,12,0,3,2,0,0,2,1,0,9,16,4,2,1,3,2,2,2,2,6,2,2,4,4,1,9,3,6,6,4,5,1,1,0,0,2,4,0,0,11,25,6,72,39,33,14,14,1,1,0,0,0,0,1,1,1,1,1,1,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,12,12,,,,,,,,,,,,,,,,,,,B
Kab. Pacitan,Kec. Punung,SLB NEGERI PUNUNG PACITAN,15,11,0,0,0,0,1,1,0,1,1,10,1,2,3,1,2,1,2,1,3,2,0,2,2,1,3,3,4,2,5,2,1,1,0,2,5,5,0,0,5,11,3,53,30,23,8,8,1,1,0,0,0,0,0,0,1,1,1,1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,,B
Kab. Pamekasan,Kec. Larangan,SLB PGRI PAMEKASAN,21,2,1,1,0,0,1,0,1,0,5,4,0,0,1,0,0,1,1,2,3,1,1,0,1,1,1,0,0,2,0,1,3,0,1,2,0,1,0,0,2,9,0,23,12,11,3,3,0,0,1,1,0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Pamekasan,Kec. Pademawu,SLB PGRI PADEMAWU,26,9,0,2,0,0,0,0,0,0,2,6,1,1,1,0,1,1,3,2,2,0,2,2,2,0,3,1,3,0,1,1,4,1,3,2,1,0,0,0,9,8,2,37,27,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Pamekasan,Kec. Pamekasan,SLB ASIH MULYA,17,4,4,4,4,0,5,4,4,0,0,4,1,0,0,0,0,2,1,1,0,3,0,4,1,1,0,0,2,0,2,1,0,3,2,1,2,1,0,0,10,4,1,27,10,17,8,8,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,4,4,,,,,,,,,,,,,,,,,,,B
Kab. Pamekasan,Kec. Pamekasan,SLB NEGERI BUGIH PAMEKASAN,25,13,1,0,0,0,0,0,1,0,1,14,3,3,0,0,2,1,2,2,4,8,3,1,2,2,3,0,2,3,9,1,3,5,2,1,5,1,0,0,2,15,6,62,37,25,7,7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,,B
Kab. Pamekasan,Kec. Tlanakan,SLB API ALAM,18,6,1,1,1,0,0,0,0,0,3,7,1,2,12,6,2,1,3,1,4,2,3,2,6,0,1,7,1,1,2,1,2,1,1,4,1,0,0,0,9,10,3,64,38,26,5,5,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Pamekasan,Kec. Tlanakan,SLB PGRI TLANAKAN,19,1,0,1,1,0,1,0,1,0,2,4,0,0,3,1,3,2,5,1,2,0,5,1,1,2,2,1,2,3,3,0,1,1,0,2,1,1,0,0,2,6,0,44,28,16,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,C
Kab. Pasuruan,Kec. Bangil,SLB BC NUSANTARA BANGIL,9,5,0,0,0,0,0,0,0,0,2,3,0,1,1,0,1,0,1,0,0,0,1,1,3,5,1,2,1,1,0,0,1,2,1,0,0,0,0,0,2,5,1,22,11,11,5,5,1,1,0,0,0,0,1,1,1,1,1,1,0,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Pasuruan,Kec. Beji,SLB BHINEKA,12,8,0,0,0,0,0,0,1,0,1,6,0,1,2,1,10,2,12,3,7,5,4,6,5,1,8,3,2,1,2,0,0,0,3,0,3,0,0,0,3,7,1,82,59,23,14,14,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,B
Kab. Pasuruan,Kec. Gempol,SLB BUNGA MELATI,6,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,4,3,0,1,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,3,0,16,7,9,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Pasuruan,Kec. Pandaan,SLBN PANDAAN,24,24,0,0,0,0,0,1,1,0,8,18,3,2,22,7,19,3,14,3,10,8,10,6,11,4,19,5,14,5,12,6,9,5,6,7,6,10,0,0,10,26,5,245,169,76,34,34,1,1,1,1,0,0,0,0,2,2,1,1,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,A
Kab. Pasuruan,Kec. Prigen,SLB WIRA KUSUMA,13,9,0,0,0,0,0,0,0,0,2,6,0,0,5,0,2,0,5,0,3,2,1,0,1,0,3,0,2,1,3,1,0,0,0,2,1,0,0,0,5,8,0,36,30,6,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,B
Kab. Pasuruan,Kec. Purwosari,SLB NEGERI SENGON AGUNG PURWOSARI KABUPATEN PASURUAN,13,7,0,0,0,0,0,0,0,0,2,5,1,0,6,2,5,2,5,4,8,2,3,2,1,2,3,6,6,0,4,3,4,3,3,1,1,0,0,0,9,7,1,78,51,27,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
Kab. Pasuruan,Kec. Sukorejo,SLB DHARMA WICAKSANA,9,6,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,4,4,1,0,1,2,1,2,0,1,2,5,1,0,0,0,0,1,0,0,7,4,1,26,11,15,7,7,0,0,0,0,0,0,1,1,1,1,1,1,0,0,4,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,C
Kab. Pasuruan,Kec. Winongan,SLBN BANDARAN III,11,10,0,0,0,0,0,1,1,0,3,9,3,2,0,0,9,3,7,6,3,3,8,5,3,3,7,5,9,5,8,5,2,1,7,2,5,1,0,0,3,12,5,107,68,39,13,13,1,1,0,0,0,0,1,1,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,B
